date,513100,518880,510300,511260,159915
2018-12-24,2.194,2.798,3.363,105.25,1.226
2018-12-25,2.123,2.82,3.344,105.306,1.217
2018-12-26,2.12,2.819,3.327,105.536,1.211
2018-12-27,2.236,2.809,3.32,105.658,1.192
2018-12-28,2.243,2.826,3.327,106.134,1.194
2019-01-02,2.233,2.837,3.285,106.08,1.178
2019-01-03,2.225,2.868,3.285,106.257,1.164
2019-01-04,2.224,2.853,3.362,106.119,1.195
2019-01-07,2.296,2.841,3.375,106.007,1.214
2019-01-08,2.328,2.828,3.375,106.092,1.211
2019-01-09,2.341,2.817,3.398,106.172,1.21
2019-01-10,2.322,2.823,3.401,106.191,1.207
2019-01-11,2.328,2.805,3.424,106.184,1.209
2019-01-14,2.302,2.807,3.397,106.144,1.195
2019-01-15,2.322,2.801,3.456,106.1,1.216
2019-01-16,2.351,2.803,3.456,106.352,1.214
2019-01-17,2.334,2.81,3.439,106.539,1.198
2019-01-18,2.378,2.811,3.493,106.44,1.216
2019-01-21,2.392,2.8,3.51,106.3,1.222
2019-01-22,2.379,2.799,3.47,106.319,1.201
2019-01-23,2.353,2.802,3.462,106.221,1.197
2019-01-24,2.355,2.8,3.486,106.263,1.211
2019-01-25,2.371,2.797,3.51,106.113,1.214
2019-01-28,2.37,2.823,3.506,106.109,1.208
2019-01-29,2.345,2.833,3.52,106.181,1.192
2019-01-30,2.339,2.842,3.499,106.269,1.183
2019-01-31,2.395,2.837,3.529,106.351,1.178
2019-02-01,2.427,2.852,3.582,106.456,1.221
2019-02-11,2.439,2.84,3.627,106.641,1.264
2019-02-12,2.459,2.851,3.651,106.72,1.278
2019-02-13,2.488,2.847,3.72,106.779,1.301
2019-02-14,2.48,2.843,3.724,106.651,1.304
2019-02-15,2.458,2.861,3.668,106.779,1.302
2019-02-18,2.491,2.876,3.765,106.676,1.357
2019-02-19,2.493,2.878,3.756,106.587,1.346
2019-02-20,2.475,2.898,3.765,106.475,1.348
2019-02-21,2.476,2.88,3.761,106.401,1.355
2019-02-22,2.463,2.86,3.853,106.234,1.406
2019-02-25,2.476,2.858,4.102,106.114,1.492
2019-02-26,2.462,2.856,4.017,105.8,1.479
2019-02-27,2.465,2.853,3.997,106.0,1.458
2019-02-28,2.461,2.833,3.99,106.01,1.47
2019-03-01,2.487,2.826,4.065,105.96,1.5
2019-03-04,2.501,2.784,4.104,105.947,1.556
2019-03-05,2.486,2.77,4.136,105.84,1.615
2019-03-06,2.491,2.784,4.162,105.833,1.635
2019-03-07,2.471,2.773,4.12,106.176,1.621
2019-03-08,2.442,2.799,3.988,106.236,1.584
2019-03-11,2.458,2.808,4.037,106.232,1.658
2019-03-12,2.508,2.808,4.062,106.317,1.696
2019-03-13,2.509,2.82,4.04,106.373,1.618
2019-03-14,2.535,2.815,4.013,106.357,1.583
2019-03-15,2.541,2.811,4.062,106.394,1.589
2019-03-18,2.558,2.807,4.177,106.347,1.634
2019-03-19,2.565,2.823,4.149,106.401,1.633
2019-03-20,2.563,2.819,4.149,106.489,1.613
2019-03-21,2.564,2.839,4.151,106.486,1.627
2019-03-22,2.615,2.833,4.156,106.66,1.621
2019-03-25,2.538,2.849,4.061,106.889,1.598
2019-03-26,2.558,2.85,4.022,107.128,1.556
2019-03-27,2.576,2.848,4.054,107.09,1.568
2019-03-28,2.548,2.842,4.044,106.99,1.556
2019-03-29,2.569,2.788,4.196,106.88,1.624
2019-04-01,2.604,2.788,4.296,106.782,1.694
2019-04-02,2.613,2.792,4.289,106.429,1.682
2019-04-03,2.633,2.797,4.342,106.02,1.7
2019-04-04,2.636,2.798,4.389,105.725,1.701
2019-04-08,2.645,2.81,4.363,105.5,1.665
2019-04-09,2.648,2.811,4.387,105.533,1.667
2019-04-10,2.645,2.825,4.393,105.351,1.654
2019-04-11,2.659,2.828,4.323,105.565,1.619
2019-04-12,2.654,2.8,4.309,105.42,1.624
2019-04-15,2.662,2.785,4.284,104.86,1.596
2019-04-16,2.677,2.785,4.404,104.62,1.629
2019-04-17,2.679,2.769,4.394,104.895,1.642
2019-04-18,2.67,2.751,4.387,104.801,1.629
2019-04-19,2.676,2.762,4.447,104.911,1.645
2019-04-22,2.679,2.772,4.344,104.707,1.624
2019-04-23,2.699,2.757,4.337,104.539,1.61
2019-04-24,2.741,2.754,4.343,104.45,1.646
2019-04-25,2.76,2.767,4.26,104.529,1.598
2019-04-26,2.778,2.773,4.206,104.645,1.589
2019-04-29,2.814,2.769,4.221,104.49,1.549
2019-04-30,2.807,2.777,4.223,104.796,1.553
2019-05-06,2.727,2.793,4.0,105.09,1.424
2019-05-07,2.757,2.787,4.034,105.128,1.438
2019-05-08,2.704,2.804,3.986,105.212,1.419
2019-05-09,2.686,2.806,3.934,105.35,1.409
2019-05-10,2.689,2.808,4.047,105.53,1.465
2019-05-13,2.679,2.826,3.979,105.949,1.441
2019-05-14,2.624,2.858,3.961,105.81,1.431
2019-05-15,2.658,2.844,4.039,105.804,1.462
2019-05-16,2.678,2.858,4.057,105.87,1.468
2019-05-17,2.709,2.854,3.973,105.994,1.416
2019-05-20,2.696,2.835,3.933,106.006,1.407
2019-05-21,2.67,2.834,3.978,105.786,1.43
2019-05-22,2.664,2.834,3.969,105.699,1.427
2019-05-23,2.639,2.841,3.911,105.721,1.392
2019-05-24,2.632,2.856,3.917,105.651,1.384
2019-05-27,2.618,2.858,3.96,105.32,1.428
2019-05-28,2.624,2.854,3.977,105.543,1.432
2019-05-29,2.598,2.861,3.979,105.72,1.432
2019-05-30,2.596,2.847,3.977,105.826,1.422
2019-05-31,2.573,2.878,3.959,105.917,1.425
2019-06-03,2.538,2.914,3.967,106.114,1.411
2019-06-04,2.503,2.944,3.934,106.324,1.4
2019-06-05,2.573,2.963,3.926,106.473,1.393
2019-06-06,2.585,2.962,3.895,106.496,1.363
2019-06-10,2.67,2.953,3.941,106.401,1.376
2019-06-11,2.695,2.937,4.054,106.161,1.43
2019-06-12,2.674,2.972,4.026,106.14,1.412
2019-06-13,2.667,2.977,4.019,106.275,1.422
2019-06-14,2.679,3.022,3.997,106.44,1.397
2019-06-17,2.684,2.983,4.0,106.512,1.39
2019-06-18,2.698,3.004,4.008,106.41,1.4
2019-06-19,2.73,2.989,4.062,106.353,1.417
2019-06-20,2.757,3.054,4.17,106.402,1.442
2019-06-21,2.748,3.079,4.177,106.401,1.473
2019-06-24,2.757,3.101,4.183,106.37,1.46
2019-06-25,2.734,3.166,4.144,106.444,1.442
2019-06-26,2.702,3.108,4.145,106.392,1.448
2019-06-27,2.727,3.1,4.187,106.35,1.469
2019-06-28,2.718,3.109,4.186,106.436,1.457
2019-07-01,2.774,3.034,4.281,106.501,1.511
2019-07-02,2.762,3.066,4.287,106.595,1.511
2019-07-03,2.777,3.152,4.254,106.796,1.488
2019-07-04,2.792,3.119,4.228,107.07,1.476
2019-07-05,2.804,3.125,4.248,106.89,1.492
2019-07-08,2.777,3.109,4.158,106.815,1.45
2019-07-09,2.756,3.081,4.149,106.911,1.462
2019-07-10,2.787,3.079,4.15,106.862,1.456
2019-07-11,2.822,3.132,4.151,106.913,1.458
2019-07-12,2.817,3.111,4.182,106.919,1.465
2019-07-15,2.84,3.123,4.196,106.99,1.489
2019-07-16,2.849,3.12,4.18,106.961,1.489
2019-07-17,2.834,3.103,4.174,106.98,1.492
2019-07-18,2.802,3.135,4.149,107.055,1.47
2019-07-19,2.835,3.177,4.189,107.076,1.486
2019-07-22,2.804,3.153,4.159,107.131,1.461
2019-07-23,2.835,3.13,4.168,107.175,1.481
2019-07-24,2.847,3.143,4.199,107.137,1.498
2019-07-25,2.87,3.147,4.234,107.031,1.506
2019-07-26,2.854,3.134,4.239,107.059,1.506
2019-07-29,2.866,3.139,4.233,107.002,1.509
2019-07-30,2.861,3.152,4.251,106.978,1.522
2019-07-31,2.854,3.164,4.223,107.139,1.512
2019-08-01,2.813,3.112,4.187,107.17,1.516
2019-08-02,2.818,3.184,4.128,107.441,1.501
2019-08-05,2.789,3.289,4.062,107.838,1.473
2019-08-06,2.734,3.296,4.023,108.098,1.451
2019-08-07,2.754,3.363,3.999,108.0,1.447
2019-08-08,2.784,3.386,4.053,108.12,1.468
2019-08-09,2.822,3.403,4.024,108.52,1.45
2019-08-12,2.823,3.382,4.083,108.439,1.486
2019-08-13,2.775,3.465,4.051,108.55,1.47
2019-08-14,2.827,3.376,4.065,108.61,1.477
2019-08-15,2.764,3.414,4.08,108.566,1.498
2019-08-16,2.762,3.419,4.096,108.43,1.512
2019-08-19,2.808,3.402,4.186,108.289,1.568
2019-08-20,2.823,3.388,4.17,108.199,1.553
2019-08-21,2.809,3.391,4.169,108.141,1.549
2019-08-22,2.828,3.401,4.177,108.101,1.554
2019-08-23,2.84,3.398,4.204,107.986,1.555
2019-08-26,2.777,3.52,4.161,108.22,1.54
2019-08-27,2.807,3.522,4.201,108.085,1.567
2019-08-28,2.804,3.524,4.189,108.132,1.565
2019-08-29,2.798,3.565,4.178,108.232,1.558
2019-08-30,2.841,3.508,4.188,108.159,1.549
2019-09-02,2.835,3.496,4.231,108.05,1.592
2019-09-03,2.829,3.511,4.235,108.051,1.595
2019-09-04,2.847,3.524,4.284,108.061,1.607
2019-09-05,2.866,3.539,4.321,108.141,1.627
2019-09-06,2.894,3.429,4.348,108.39,1.631
2019-09-09,2.903,3.442,4.364,108.221,1.67
2019-09-10,2.876,3.389,4.353,108.121,1.661
2019-09-11,2.875,3.404,4.324,108.13,1.638
2019-09-12,2.903,3.404,4.365,107.999,1.646
2019-09-16,2.871,3.407,4.351,107.852,1.65
2019-09-17,2.874,3.394,4.278,107.919,1.618
2019-09-18,2.89,3.407,4.295,107.841,1.617
2019-09-19,2.888,3.401,4.314,107.799,1.642
2019-09-20,2.896,3.412,4.32,107.813,1.638
2019-09-23,2.883,3.441,4.285,107.825,1.62
2019-09-24,2.88,3.46,4.288,107.799,1.629
2019-09-25,2.838,3.48,4.261,107.79,1.611
2019-09-26,2.859,3.434,4.234,107.53,1.561
2019-09-27,2.855,3.404,4.243,107.424,1.587
2019-09-30,2.834,3.396,4.196,107.43,1.57
2019-10-08,2.847,3.39,4.221,107.539,1.556
2019-10-09,2.806,3.44,4.232,107.701,1.561
2019-10-10,2.819,3.422,4.26,107.72,1.604
